# ML Training Dataset for Puttalam Salt Waste Digital Twin,,,,,,,,,,,,,,,,,,,,,,,
# Generated: 2026-03-12 09:11:23,,,,,,,,,,,,,,,,,,,,,,,
# Source: Research-grade stochastic physics model,,,,,,,,,,,,,,,,,,,,,,,
# Multi-layer uncertainty: Parametric, Process, Measurement,,,,,,,,,,,,,,,,,,,,,
# Weather persistence: Temperature (ρ=0.6), Humidity (ρ=0.5), Wind (ρ=0.4),,,,,,,,,,,,,,,,,,,,,
# Temporal correlation: ρ₁=0.24 (realistic operational variability),,,,,,,,,,,,,,,,,,,,,,,
# Random seed: 42 (reproducible),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# INPUT FEATURES (7):,,,,,,,,,,,,,,,,,,,,,,,
#   Year, Month: Temporal,,,,,,,,,,,,,,,,,,,,,,
#   production_volume: Salt production (kg),,,,,,,,,,,,,,,,,,,,,,,
#   rain_sum: Monthly rainfall (mm),,,,,,,,,,,,,,,,,,,,,,,
#   temperature_mean: Average temperature (°C),,,,,,,,,,,,,,,,,,,,,,,
#   humidity_mean: Average relative humidity (%),,,,,,,,,,,,,,,,,,,,,,,
#   wind_speed_mean: Average wind speed (km/h),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# TARGET VARIABLES (14):,,,,,,,,,,,,,,,,,,,,,,,
#   Solid waste: Gypsum, Limestone, Industrial_Salt (kg),,,,,,,,,,,,,,,,,,,,,
#   Bittern concentrations: Mg, K, SO4,,,,,,,,,,,,,,,,,,,,,
#   Bittern masses: Magnesium, Potassium, Sulfate,,,,,,,,,,,,,,,,,,,,,
#   Bittern volume: Liquid_Waste_Bittern_Liters,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# VALIDATION RESULTS:,,,,,,,,,,,,,,,,,,,,,,,
#   K concentration range: 1.22-5.02 g/L (research: 0.40-7.63 g/L) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   CV: 27.2% (realistic industrial variability) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Weather correlations: r=0.63-0.69 (physics + uncertainty) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Volume-concentration independence: r=0.34 ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Temporal autocorrelation: ρ₁=0.24 ✓,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# Documentation: docs/data_generation_methodology.md,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# COMPLETE DATASET: 324 samples (shuffled),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,production_volume,rain_sum,temperature_mean,humidity_mean,wind_speed_mean,predicted_waste_kg,Solid_Waste_Gypsum_kg,Solid_Waste_Limestone_kg,Solid_Waste_Industrial_Salt_kg,Total_Solid_Waste_kg,Liquid_Waste_Bittern_Liters,Bittern_Mg_Concentration_gL,Bittern_K_Concentration_gL,Bittern_SO4_Concentration_gL,Bittern_Ca_Concentration_gL,Bittern_Magnesium_kg,Bittern_Potassium_kg,Bittern_Sulfate_kg,Bittern_Calcium_kg,Bittern_Requires_Dilution,Total_Liquid_Waste_Liters,Total_Waste_kg
2007,2,1659246.05,137.32,26.98,89.98,14.77,64281.00799,30996.0379,11274.66891,23769.82073,64281.00799,2830935.628,12.83145674,2.805899578,16.04692372,0.05982306,33694.91172,8311.570007,48391.13396,165.3083608,1,2931168.764,66040.52754
2020,8,3815398.83,49.64,27.47,94.4,24.42,141284.62,69774.19989,25194.81289,39310.20681,141284.62,4532103.564,9.481457481,2.412833888,14.30613492,0.048655942,48677.68129,11538.47246,60640.38437,218.6324462,1,4697022.643,134279.2196
2013,4,4221003.42,17.35,28.54,83.57,14.96,154002.9618,84617.42315,30075.23415,40855.32588,154002.9618,7953057.394,15.49951528,3.701756875,22.85154134,0.073599028,130089.0379,31224.20107,172586.9696,609.878069,1,7321400.782,155547.9832
2001,1,2744610.28,92.98,26.54,89.15,16.09,103774.2168,51778.15896,18959.2402,34716.73871,103774.2168,4703229.717,9.714583804,2.331489094,13.80748265,0.049920506,47106.88454,11461.95187,66911.6861,224.8879208,1,4837146.901,105454.1379
2002,12,2671440.27,113.42,27,91.61,15.48,102219.6377,50051.1509,18200.41851,35652.34481,102219.6377,4529533.231,10.52276185,2.325329839,13.8004151,0.045482894,49823.18826,11815.2484,63784.8539,216.0078028,1,4741049.571,103903.9142
2002,5,4866935.66,365.69,28.51,92.85,18.03,211543.3439,81369.21931,28933.46406,102296.0705,211543.3439,9001671.495,9.183717051,2.22746949,12.16021254,0.042872641,83779.09282,19423.68694,113107.2807,383.337639,1,8667606.832,212598.7539
2014,3,3867077.92,23.99,28.48,89.4,12.81,141582.6372,74967.87923,26668.9953,37334.9266,141582.6372,6330449.707,12.27714427,2.861586013,17.37702367,0.061101044,74591.28999,19455.27774,102568.2112,378.013243,1,6820236.425,138971.8011
2011,11,2424334.9,329.46,27.25,95.94,19.63,103322.2467,41142.73381,14905.09999,49322.839,103322.2467,4428911.912,5.761858744,1.349668459,7.71653155,0.026704917,24452.72343,6370.105808,33384.78008,115.0852819,1,4354994.403,105370.6728
2018,6,2501836.11,195.79,27.69,89.09,17.41,100026.0419,43413.45358,15624.99173,38651.34673,100026.0419,4802671.736,10.045552,2.300442008,13.23297262,0.047739945,46280.9183,11164.09078,64605.92371,220.0505298,1,4408527.107,97689.79203
2010,12,2426019.08,136.77,27.09,88.78,18.13,93985.3606,43766.89699,15893.77867,33453.42401,93985.3606,4180695.577,10.09359616,2.449850867,14.13395718,0.050318775,43018.00877,10106.22021,61047.88502,204.5175755,1,4271168.325,93114.09967
2016,4,2920459.97,2.48,28.57,85.66,11.07,105690.4966,57592.11727,20460.73772,25893.06359,105690.4966,5698522.889,9.753970277,2.306196946,13.35257113,0.05010114,53266.25153,13396.25526,72596.66903,244.5740644,1,5096105.299,103945.9186
2004,4,4000158.49,35.4,28.31,86.98,12.3,147305.1105,80255.88923,28621.54633,42109.45004,147305.1105,6295680.425,9.718731059,2.403255263,14.11786677,0.04414085,63365.79227,16353.02941,89514.45434,315.0771084,1,7006544.272,150986.8856
2007,12,3310240.77,101.73,27.03,90.45,15.75,125896.3227,62045.7552,22551.94442,42528.73869,125896.3227,6079742.365,8.462749342,1.953960854,11.13274834,0.040961474,47780.82433,11918.76889,67551.66804,227.6892938,1,5855540.069,127126.4383
2020,1,925819.37,278.11,26.7,89.81,23.25,38455.62518,15138.23005,5529.694552,16523.76414,38455.62518,1656058.077,7.385201275,1.847997395,10.3720889,0.036627605,12589.12283,2909.099682,16512.97305,58.90366352,1,1634734.692,37191.68874
2014,11,4528607.08,103.37,28.01,91.39,15.4,172806.2544,91843.04376,32899.04985,62378.65471,172806.2544,8507944.967,8.108523399,2.0521467,12.25828302,0.041698655,75682.97629,17915.76654,103708.0021,356.740542,1,8032012.994,187120.7483
2021,4,3669592.41,31.35,28.19,85.23,12.78,134792.0935,71746.57812,25632.13123,37062.45975,134792.0935,6325122.227,12.07609857,3.109616223,17.53808049,0.061528347,84947.80063,21267.77198,113770.0174,393.1051775,1,6395426.812,134441.1691
2003,6,1750822.96,625.57,27.96,98.67,20.01,85130.00728,27755.00304,9949.456208,51337.32851,85130.00728,3302853.544,5.506125292,1.214682016,7.161125064,0.025513856,18798.57248,4689.275047,24181.69559,84.79089427,1,3169018.738,89041.78775
2007,6,3371606.74,607.73,27.98,94.83,17.14,162737.7282,48572.22878,17406.74943,87874.71074,162737.7282,5909374.667,5.618111787,1.260879072,7.385156369,0.024842411,32926.96277,7726.655861,46115.6788,149.8759235,1,6037929.543,153853.6889
2025,10,2311367.71,247.87,27.22,89.59,15.65,94720.44891,37387.49573,13550.73557,37931.04961,94720.44891,4116234.331,10.29144246,2.683362543,14.9822649,0.051313474,44939.54025,10602.20919,60983.8114,209.8333878,1,4078677.984,88869.28092
2011,5,2239941.46,177.14,28.3,89.07,31.94,88848.17369,40647.90522,14498.33884,34174.39693,88848.17369,2335086.85,12.08319208,2.80009945,16.49359408,0.057300769,30728.44654,6480.063785,39662.45563,144.5256272,1,2483608.219,89320.641
2002,3,4151116.76,6.97,27.51,88.06,10.79,150181.1608,79773.22652,28788.21615,37239.35686,150181.1608,7162060.926,13.31806931,3.12351363,18.39644116,0.062962687,92931.858,23509.13772,123737.5501,406.0390889,1,7293373.777,145800.7995
2026,6,3368629.66,450.55,28.41,93.36,17.08,152117.5274,50194.62268,17874.54347,72676.77659,152117.5274,6107159.085,5.940430238,1.477590023,8.076497729,0.029328871,38981.06648,8994.701851,49776.9114,175.4838496,1,6007838.711,140745.9427
2011,10,2369735.62,282.76,27.01,94.28,22.69,98722.40445,40436.34043,14701.9185,44359.36361,98722.40445,3848693.591,8.811061249,2.098179539,11.62845143,0.041076773,32806.72943,8006.640237,46034.27267,155.1306166,1,4237245.271,99497.62254
2019,5,2748118.53,151.14,29.04,87.82,15.44,107766.9403,50580.12835,17846.66597,39166.73929,107766.9403,5274794.628,10.77039099,2.488215571,14.40238478,0.048505232,51965.09813,12699.42668,72922.44339,243.9502952,1,4825054.911,107593.5336
2000,1,1432308.01,89.53,26.64,87.47,10.35,54070.43726,27590.99436,10087.56169,18254.07335,54070.43726,2557783.007,8.128062318,2.041142042,11.41120633,0.039953844,22610.82099,5419.288191,30063.88458,107.6305193,1,2512292.121,55932.6294
2024,3,4514537.56,23.04,27.76,86.8,16.6,164891.3433,86634.10003,31148.2194,43420.61785,164891.3433,6963399.694,15.63623878,3.620767356,20.98738165,0.072780163,112045.58,26985.36793,152879.7957,555.6690979,1,7535349.023,161202.9373
2023,2,2533820.77,266.06,26.9,90.62,16.86,104683.2227,45410.57599,16537.74334,48172.37913,104683.2227,4342263.025,8.181437632,1.85344287,10.76289919,0.036185129,34284.3913,8126.076269,45349.30354,156.383462,1,4484271.538,110120.6985
2024,7,3465223.35,15.02,27.03,88.53,15.47,125767.0089,66141.16849,24040.51576,32307.44812,125767.0089,5882263.682,13.14362532,2.998904759,17.7041178,0.062141337,78088.60678,18053.34863,102566.6608,347.6840408,1,6096425.193,122489.1324
2008,5,2860258.96,299.35,28.35,89.43,17.66,120474.6249,47943.12787,17087.836,53330.06817,120474.6249,5049637.14,9.301729836,2.207217051,12.65301071,0.043050255,44948.8973,11674.78212,59083.28918,223.264924,1,5044972.425,118361.032
2016,1,2278852.6,411.83,27.25,93.64,17.47,100885.0679,35378.31054,12816.77728,49010.55528,100885.0679,3836856.878,6.281189607,1.590770888,8.897557186,0.030459502,24579.66113,5688.814567,33938.14683,110.9765072,1,4067448.044,97205.6431
2023,3,2841491.31,18.22,27.54,86.19,12.75,103449.8743,52715.30092,19015.1774,25934.32507,103449.8743,5188884.991,8.616200435,1.928112272,11.24420762,0.039387741,39935.56861,9989.821543,54228.39755,212.2768962,1,4965837.572,97664.8034
2017,10,2292735.55,1076.24,27.1,95.25,11.96,132005.5583,30497.54721,11073.40706,88327.0314,132005.5583,3989908.628,7.546362863,1.74321375,10.21863453,0.034697925,27742.73287,7159.995135,37301.54687,128.3219071,1,4110683.78,129897.9857
2008,8,4378672.61,10.83,27.91,84.95,11.63,158919.8289,87683.64316,31455.59231,41448.6408,158919.8289,7653646.431,16.8677961,3.842749467,21.58325156,0.07550212,121788.6352,29021.31929,173726.1173,575.4050111,1,7625093.461,160587.8763
2014,4,3717809.05,72.33,28.83,86.67,11.39,139844.6999,71013.5032,25133.18611,42778.25359,139844.6999,6276365.73,8.603813123,2.005184827,11.85366607,0.040292121,52453.39749,12305.77582,73986.88595,251.7935906,1,6506227.801,138924.9429
2008,3,4549272.59,51.15,27.88,86.34,10.84,168775.8173,88960.63852,31927.87515,50116.78652,168775.8173,7466200.428,8.391508621,2.024101081,11.87140514,0.040898561,65682.39093,15862.50294,85572.31885,314.2782518,1,7953796.554,171005.3002
2003,1,2118612.34,355.01,26.32,94.26,15.87,91189.80674,35063.13436,12881.62323,44683.93569,91189.80674,4246990.107,6.14225481,1.388029859,8.177064345,0.028713672,26385.20274,6259.827405,35807.75988,119.2886762,1,3788008.244,92628.69329
2023,8,4727755.75,4.61,27.53,84.66,14.27,170828.4385,91077.24109,32857.77743,42018.9365,170828.4385,8169590.927,11.57354306,2.818909272,15.76794267,0.053815741,97845.60339,24548.54029,129681.3962,463.2555836,1,8226137.413,165953.955
2005,2,1955481.04,232.31,27.46,92.25,17.1,79570.93198,34574.19878,12486.28058,33737.14974,79570.93198,3539539.111,8.629374174,1.973836263,11.02423597,0.039911952,29270.55133,7365.021573,39074.31096,139.5441072,1,3476682.332,80797.6291
2012,7,3976780.41,3.42,27.55,87.83,14.23,143606.0972,81163.59808,29272.53723,37216.37202,143606.0972,6777257.976,8.860503491,2.254125541,11.87124234,0.041508835,61428.47701,14813.19885,84957.83603,288.6529816,1,6982497.324,147652.5073
2003,12,2278144.15,201.94,27.27,95.07,24.32,91272.13704,40147.47211,14540.19299,36526.7823,91272.13704,3380316.501,8.57682396,2.078084394,11.19893647,0.038968779,28544.89269,6434.862105,40427.62088,138.1692408,1,3629558.612,91214.4474
2019,7,4881001.93,40.99,28.4,87.27,14.34,180330.9396,93921.01463,33450.63294,50382.9252,180330.9396,8422234.525,11.08809794,2.561850181,15.33935885,0.050082298,85743.5541,22179.79758,120262.8319,409.4021321,1,8556477.733,177754.5728
2022,4,7390392.19,10.6,28.97,86.63,12.58,268941.1494,143944.4836,50841.09426,66919.59032,268941.1494,12209517.57,9.836387725,2.515499638,13.00335579,0.043339879,113154.5869,28891.68818,156219.8137,536.3168539,1,12931831.43,261705.1682
2000,12,1944300.87,267.53,27.19,94.5,15.35,80438.70184,34405.55004,12475.55378,36454.34786,80438.70184,3440118.719,9.116887553,2.206600756,12.59480013,0.047526138,33922.31693,7739.044936,46328.17872,158.1856815,1,3478678.307,83335.45167
2026,9,2878769.95,258.09,27.66,91.83,15.13,118683.4796,50049.6262,18021.4517,51596.54256,118683.4796,5183945.046,7.536324052,1.941045205,10.13596008,0.036780117,42220.5401,9379.233155,53416.44337,184.0114258,1,5112167.657,119667.6205
2016,9,2221020.16,118.79,27.19,83.78,12.05,85264.21189,39472.53978,14312.85918,28517.47736,85264.21189,3903772.027,11.24821106,2.83474281,14.3927704,0.053427534,44212.42821,10715.98268,60611.26371,209.5858317,1,3854728.556,82302.87631
2024,2,1990082.25,146.84,26.48,91.24,20.34,77382.78549,35888.11485,13152.81554,28512.01589,77382.78549,3525902.775,9.736139862,2.375570519,13.08414301,0.046941415,35048.94641,8387.904689,47350.03417,160.9676383,1,3528150.485,77552.94628
2002,4,3963363.78,13.06,28.01,85.5,15.21,144061.6052,82288.04372,29476.35816,39251.45544,144061.6052,7025146.368,12.42772666,2.954951292,17.16799793,0.061828413,90468.78484,20654.92084,113736.7045,424.7232007,1,6912766.993,151015.8573
2021,2,1990731.28,196.59,26.97,92.54,14.7,79486.62835,34274.66771,12469.12664,30907.06834,79486.62835,3410228.882,9.07152271,2.065921096,12.18277505,0.040637114,31711.26813,7015.788181,43056.45337,144.2540589,1,3542240.882,77650.86269
2019,3,4211042.53,18.96,28.22,89.09,15.3,153646.8158,77894.73159,27816.31832,38066.63162,153646.8158,6642515.878,12.99746724,3.093684806,17.98874481,0.063690165,89441.9126,22781.69949,119499.6891,439.6429939,1,7420348.226,143777.6815
2000,5,2102352.35,190.68,28.45,88.53,15.92,83991.42141,39089.70023,13911.85363,33969.2686,83991.42141,3607249.241,11.93095621,2.911343282,16.7036046,0.058171973,42314.90333,10137.06685,59741.49223,200.9303091,1,3698703.529,86970.82246
2010,3,3864226.4,5.92,27.64,86.36,12.81,139768.514,70610.43952,25432.37268,32731.46364,139768.514,6497747.978,11.93292587,2.790890859,16.36999324,0.055595059,80105.31586,18153.20734,110521.4778,356.2167708,1,6756471.053,128774.2758
2002,9,2211173.86,814.23,27.27,92.49,16.75,115730.9565,32038.0408,11603.20368,73551.98293,115730.9565,3839827.544,9.737829636,2.208166275,12.54502561,0.044719406,36192.84576,8607.663335,49266.73527,165.1175473,1,3933936.267,117193.2274
2021,3,4336519.88,3.66,27.8,87.53,9.22,156721.0622,83738.40773,30089.25898,38299.86552,156721.0622,8098282.18,10.56394654,2.435499252,14.26628851,0.051816673,84132.49374,19091.57845,113825.7344,399.1605698,1,7607629.101,152127.5322
2013,7,4385620.41,0.65,28.09,89.21,14.28,158352.3195,84283.81501,30155.61569,37817.0268,158352.3195,8199052.242,11.38007777,2.673226307,13.70168257,0.050346932,85937.31163,19752.71203,123407.8123,413.0663775,1,7730606.19,152256.4575
2020,3,3724086.16,5.81,27.59,85.58,9.71,134673.6733,69381.05331,25008.15179,32168.29825,134673.6733,6136841.451,8.817303281,2.226664928,12.62225927,0.04185451,53040.79457,13303.02733,77422.55421,272.0340396,1,6496916.579,126557.5033
2025,6,3326700.04,282.36,28.21,92.03,21.49,138943.6475,61005.75804,21788.45162,65686.73451,138943.6475,5902712.657,6.597900016,1.641584055,9.02656855,0.031189152,41911.33618,8930.276454,56080.15297,187.3950074,1,5910936.076,148480.9442
2011,7,3496301.83,9.77,27.56,89.01,16.75,126703.8883,73217.94459,26402.92257,34615.88168,126703.8883,5365672.301,13.5938511,3.317064772,18.72224085,0.064018134,72645.89106,16945.3195,101558.1212,337.1689775,1,5713530.046,134236.7488
2005,3,5403469.65,7.21,28.24,87.53,15.74,195891.9655,103835.882,37069.01879,48006.69614,195891.9655,9165827.267,13.85934827,3.136630081,17.73382691,0.065350142,126988.6244,30596.18236,174671.3004,619.1176917,1,9086118.131,188911.5969
2017,12,1737983.41,185.37,27.13,94.43,17.34,69030.43757,30989.69422,11247.04797,27089.21798,69030.43757,2915892.663,8.742736727,2.097551431,12.49777899,0.042509329,26101.18726,6807.315173,37351.68468,125.1310418,1,3108933.69,69325.96017
2011,4,3921593.59,5.39,28.51,84.9,15.08,142127.5135,72577.50345,25807.28444,33128.48845,142127.5135,6240026.5,13.61126632,3.175172251,19.12422209,0.064583968,86969.41583,21943.63783,122635.567,416.3319123,1,6742334.579,131513.2763
2025,2,1597351.66,145.59,26.72,90.93,11.48,62108.33388,29334.96121,10712.25007,23137.79064,62108.33388,2923455.126,10.60005616,2.703565714,14.8443871,0.055655863,31492.53071,7827.501626,44320.66935,160.8644231,1,2829415.618,63185.00191
2010,9,1527406.33,137.59,27.61,85.18,9.82,59273.52267,27625.05491,9954.391828,21003.14461,59273.52267,2457820.758,7.83636606,1.860208845,10.57830064,0.0371548,18993.16087,4551.233273,26179.52185,85.36674978,1,2661607.357,58582.59135
2026,3,6311740.27,24.64,27.86,86.91,11.8,230796.0301,118359.0437,42491.51175,59658.08249,230796.0301,10808883.37,10.01455732,2.391290752,14.47511028,0.047879651,105217.0989,25893.1724,145393.5275,479.5935584,1,11053224.76,220508.6379
2000,9,1890811.18,515.86,27.71,93.26,13.09,87732.83142,28985.69119,10429.18057,46661.45752,87732.83142,3395681.618,5.859373314,1.475256603,7.917992606,0.026822972,19939.69193,4956.05697,27655.80715,94.61735387,1,3371253.307,86076.32928
2005,11,2537863.18,412.62,27.44,96.31,27.5,112437.7221,42068.65732,15197.39079,58188.90967,112437.7221,4567393.425,6.635861677,1.49956566,8.957989105,0.030497481,30834.09445,7544.142518,43130.42929,147.6114302,1,4563627.868,115454.9578
2023,10,1205809.39,154.5,27.52,91.22,17.37,47191.8365,21309.15361,7688.810409,17035.52056,47191.8365,2051116.377,8.388750375,2.1209708,11.57703582,0.039679809,18175.76339,4452.80382,24770.2858,90.97499846,1,2137618.693,46033.48458
2005,5,4750261.91,204.19,29.12,83.69,14.63,191368.8907,80739.29869,28454.8798,71882.36166,191368.8907,8798813.328,9.107341495,2.172950708,12.95541541,0.042107418,76057.03301,17702.67752,104514.0783,350.2008674,1,8242258.611,181076.5401
2003,9,2174766.21,223.59,26.87,86.67,16.69,87991.24364,39808.07616,14503.94675,38398.29253,87991.24364,3653954.02,10.80474733,2.615794837,14.42863651,0.051734018,39396.31951,9980.911107,52632.83589,174.86587,1,3805877.114,92710.31544
2001,3,4142015.73,3.05,27.43,84.6,14.15,149494.7604,81665.90863,29506.37791,37445.43771,149494.7604,7196585.122,14.01898963,3.242288719,18.67426558,0.059658411,94449.31516,22442.26978,128502.0548,453.3520694,1,7205726.698,148617.7242
2013,1,2287515.46,212.39,26.22,91.37,19.22,91897.5232,39011.06464,14353.78092,36995.97322,91897.5232,4036413.845,9.290833499,2.245104698,12.10138839,0.041901338,37056.86941,8368.603269,49939.38862,174.2962791,1,4056946.794,90360.81878
2003,5,3321750.78,525.34,28.49,93.18,15.31,155006.4633,50803.70431,18070.20521,81919.01653,155006.4633,5959226.877,8.039429408,1.881609178,10.50228974,0.037780561,44656.66223,11199.71018,64084.75996,214.6728097,1,5921242.215,150792.926
2021,9,1438066.51,119.1,27.46,85.83,13.14,55252.8903,25934.44992,9366.083087,18679.48196,55252.8903,2502451.235,10.21042687,2.677966044,14.37996777,0.052562416,27852.40355,6469.565176,37306.19061,128.9375793,1,2510600.481,53980.01496
2010,4,3208461.27,13.67,28.23,84.31,13.9,116728.7899,63875.83299,22806.79035,30457.04309,116728.7899,5883292.102,14.96249837,3.662912211,20.73109169,0.071656242,88931.34755,20585.84923,120019.8413,434.6075002,1,5577000.854,117139.6664
2024,10,2443635.56,256.77,27.82,93.96,12.45,100716.7886,40262.72361,14463.09434,41289.42252,100716.7886,4007082.8,8.904892394,2.215597955,12.75396654,0.042357098,37893.60195,9273.088884,53405.61558,182.8589786,1,4365473.473,96015.24048
2023,7,4033318.77,8.22,27.21,87.48,10.45,145904.9678,86673.3598,31418.61674,40887.40236,145904.9678,6973159.927,9.628622109,2.345119058,12.47890049,0.045017224,65341.64401,15611.49799,94270.55629,327.3913108,1,7074710.01,158979.3789
2018,1,2032431.81,63.98,27.17,91.59,22.58,75787.24274,36800.32059,13347.89762,22022.36259,75787.24274,2906913.282,11.40626411,2.711543309,15.67355067,0.051494873,33711.87559,7961.651864,44645.30199,153.8232718,1,2785158.74,72170.5808
2023,6,3282956.56,271.17,27.88,90.84,12.76,136276.7528,57372.89997,20591.07058,60636.84204,136276.7528,6249216.648,7.887812466,1.82179608,10.19245867,0.034794693,48235.88457,11163.56256,65832.12895,206.8104061,1,5813678.34,138600.8126
2019,9,2034385.63,98.05,28.24,86.21,10.77,77457.42912,39290.36557,14026.51253,26128.76287,77457.42912,3649774.634,11.17719956,2.681807599,15.72861314,0.053255501,42570.10242,10166.76907,55876.44681,190.9100502,1,3555529.672,79445.64098
2017,4,5662923.15,45.33,28.24,84.65,9.83,209625.6038,104640.5344,37356.27668,57278.84599,209625.6038,9595522.54,10.70024918,2.582294799,14.83075085,0.053158182,100559.596,25484.79032,140006.3059,520.8887771,1,9853014.371,199275.6571
2017,9,1736484.46,537.84,27.18,90.04,10.03,81249.45055,26719.05516,9689.857444,44684.7776,81249.45055,3214872.059,7.597053733,1.865472123,10.63221368,0.03568339,24468.3661,6404.993855,33855.96058,123.2513534,1,3068136.51,81093.69021
2024,8,2384785.13,30.44,27.32,85.8,11.3,87356.76139,46270.31553,16745.19236,24117.2633,87356.76139,4260668.306,9.872217727,2.517648829,13.77912981,0.046084744,42385.5786,11294.41449,58479.45853,198.894468,1,4163039.909,87132.77118
2020,12,2112338.48,678.2,26.84,98.21,20.24,104710.8025,31048.33045,11317.46389,62118.72995,104710.8025,3771322.086,6.798031749,1.567634328,9.091014714,0.031210843,25289.98268,6546.25843,35832.06128,118.0313827,1,3818509.476,104484.5243
2026,4,2685457.85,9.88,28.39,85.87,13.34,97538.09266,52061.73815,18544.88039,24326.24685,97538.09266,4998505.678,12.70037648,3.250797952,17.92573207,0.062301801,65568.78472,15583.43405,82629.47839,293.2319649,1,4688854.164,94932.86538
2016,10,1817851.1,157.3,27.67,87.78,21.12,71273.42324,33874.00657,12195.25822,27233.53602,71273.42324,2749924.792,11.19532907,2.503530157,15.00525694,0.05264915,30699.85482,7352.194202,44111.97179,153.4185891,1,3015195.518,73302.80081
2013,6,3888850.37,409.82,28.06,95.53,17.13,172303.8618,63860.23746,22858.4551,87122.14429,172303.8618,7060886.724,7.520642695,1.651657654,9.839363231,0.035108881,53205.36467,12908.00512,72746.33515,246.29775,1,6977829.033,173840.8369
2003,8,4194306.11,44.89,27.54,84.33,13.34,154944.219,82596.89927,29793.90547,45601.43443,154944.219,7106545.271,12.70924739,2.86221354,17.35612689,0.05742692,84894.81439,21603.92443,117863.2996,402.9782958,1,7291032.216,157992.2392
2018,2,1383113.8,205.54,27.24,91.61,15.87,55509.27691,24234.55171,8780.952826,22256.42256,55509.27691,2636266.945,7.924226385,1.945112455,10.83184649,0.038563797,21532.56195,5257.083339,29419.01971,96.33930477,1,2454635.113,55271.92709
2015,11,1703209.45,342.7,27.12,97.86,13.08,73019.68873,26736.31756,9704.828602,32917.56551,73019.68873,2983418.222,6.014305413,1.423380322,8.095964064,0.028305147,18504.96746,4545.813443,24347.9323,86.92345608,1,3075939.493,69358.71167
2021,8,4086280.91,25.07,27.72,85.05,14.3,149400.1657,81911.77808,29467.84836,41452.05394,149400.1657,7345108.876,11.45609352,2.606892201,15.00763283,0.052004365,82847.54876,20879.33683,114547.9132,378.7131464,1,7117960.822,152831.6804
2008,10,3832263.24,305.72,27.45,91.81,16.48,161575.7513,59511.3339,21495.39116,67941.55762,161575.7513,7044251.413,10.13822224,2.603094414,13.269487,0.047583051,70220.01154,16936.86497,94690.42735,330.6735077,1,6805013.706,148948.2827
2004,6,2654158.53,315.11,28.25,91.65,24.29,112606.8784,46464.31582,16585.1434,53394.83262,112606.8784,4693327.914,7.456548688,1.745460559,9.732979147,0.034713322,33624.11204,8849.197066,49764.20531,169.4808426,1,4700611.59,116444.2918
2000,2,2629101.93,105.24,26.9,87.87,11.58,100143.3674,46987.70224,17112.10534,32645.61895,100143.3674,4683941.445,10.10071645,2.418274044,13.49639779,0.049559923,46925.55874,11306.58756,65778.67444,227.1150772,1,4616746.807,96745.42653
2004,2,1113275.04,266.39,26.54,96.57,15.27,45963.36798,18601.09307,6811.029949,19853.72661,45963.36798,1927517.103,9.235450619,2.300487431,11.81610276,0.042879475,16964.06585,4256.402693,24152.0163,85.6488379,1,2003356.989,45265.84963
2006,9,1835305.63,771.59,26.95,92.64,9.02,94433.39974,26200.96614,9534.775132,57899.32607,94433.39974,3012325.773,6.499615628,1.658920765,8.898475321,0.030740915,20094.50799,4924.514907,27544.58409,101.627268,1,3266599.314,93635.06734
2017,2,2601168.6,107.23,26.79,92.06,13.43,99155.835,44845.52033,16358.99276,31412.33342,99155.835,4426570.637,6.518709586,1.613439064,9.365584481,0.032205415,30962.98717,7573.367275,42731.84459,149.9611448,1,4622189.897,92616.84651
2002,11,2531404.67,339.66,27.16,95.69,18.72,108381.3163,46013.38839,16692.08024,56300.30014,108381.3163,4529283.082,7.095213602,1.639800571,9.426764294,0.032094199,30199.00797,7529.343563,41040.12318,149.0526652,1,4544166.713,119005.7688
2021,12,2917436.24,327.31,26.81,93.89,13.32,124089.3418,48817.35049,17802.50094,58671.47983,124089.3418,4945813.202,6.032693312,1.544661908,8.441110889,0.02875552,27795.35255,6812.946734,41742.09847,136.1655128,1,5210881.492,125291.3313
2007,8,5461504.16,31.99,27.2,84.32,13.43,200166.8091,112374.6198,40741.27429,59072.30139,200166.8091,9378306.532,11.92561634,2.989013936,15.28500997,0.053302491,110928.761,26817.9443,144810.7253,522.9239892,1,9493550.631,212188.1955
